"Id","Inc","Capital","Hours","Age","Employer","Education","Marital_Status","Occupation"
5228,"Low",0,23,73,"Private","High School","Married","Specialist"
5229,"Low",0,19,70,"Private","Min","Divorced","Agricultural"
5230,"Low",0,10,79,"Private","Master","Married","Agricultural"
5231,"Low",0,8,75,"Self-Emp","Bach","Married","Agricultural"
5232,"High",2761,30,56,"Private","Bach","Married","Admin"
5233,"High",0,47,33,"Private","Min","Divorced","Admin"
5235,"High",0,60,26,"Private","Bach","Divorced","Admin"
5236,"High",0,34,39,"Private","Bach","Married","Agricultural"
5237,"Low",0,51,24,"Self-Emp","Bach","Never Married","Trades"
5238,"Low",0,6,83,"Private","Bach","Divorced","Management"
5240,"High",0,65,42,"Private","Min","Divorced","Management"
5241,"Low",0,9,76,"Govt","Bach","Married","Specialist"
5242,"High",0,62,34,"Private","High School","Married","Management"
5243,"High",0,49,37,"Govt","Bach","Divorced","Agricultural"
5244,"Low",0,32,32,"Self-Emp","Bach","Divorced","Management"
5245,"Low",525,12,80,"Govt","Bach","Never Married","Agricultural"
5247,"High",0,62,37,"Private","Bach","Never Married","Admin"
5248,"Low",0,12,80,"Private","Bach","Married","Admin"
5249,"High",0,29,57,"Private","Bach","Divorced","Agricultural"
5250,"Low",0,2,84,"Private","High School","Never Married","Trades"
5251,"Low",0,34,19,"Govt","Min","Never Married","Admin"
5252,"Low",0,34,29,"Private","Min","Married","Trades"
5253,"High",0,50,38,"Private","Bach","Widowed","Specialist"
5254,"High",1720,36,68,"Private","High School","Married","Management"
5255,"High",0,65,54,"Private","Bach","Married","Trades"
5256,"Low",0,33,21,"Self-Emp","High School","Married","Agricultural"
5258,"Low",0,27,71,"Private","Bach","Never Married","Admin"
5259,"High",0,48,39,"Private","Bach","Divorced","Admin"
5260,"Low",0,49,21,"Private","Master","Married","Admin"
5261,"Low",0,34,35,"Private","Bach","Married","Specialist"
5262,"High",0,35,43,"Private","High School","Never Married","Specialist"
5263,"High",3030,45,55,"Private","High School","Never Married","Management"
5264,"Low",0,24,68,"Private","Bach","Married","Management"
5265,"High",0,33,67,"Govt","High School","Divorced","Admin"
5266,"Low",0,23,71,"Private","High School","Married","Specialist"
5267,"High",2672,42,44,"Private","Bach","Married","Admin"
5268,"Low",0,19,76,"Self-Emp","Min","Married","Management"
5269,"High",0,53,60,"Private","Bach","Never Married","Trades"
5270,"Low",0,20,65,"Private","Bach","Married","Specialist"
5272,"High",0,28,52,"Private","Min","Married","Specialist"
5273,"High",1622,29,46,"Private","Bach","Never Married","Admin"
5274,"High",0,37,62,"Private","High School","Never Married","Trades"
5275,"Low",0,11,72,"Private","High School","Widowed","Management"
5277,"Low",0,17,76,"Private","Min","Married","Admin"
5278,"High",0,31,61,"Govt","High School","Never Married","Specialist"
5279,"High",0,44,47,"Private","Bach","Widowed","Agricultural"
5280,"High",1365,55,46,"Private","High School","Divorced","Management"
5281,"Low",0,12,75,"Private","Bach","Divorced","Admin"
5282,"High",0,63,36,"Private","High School","Married","Admin"
5283,"Low",0,24,60,"Govt","Min","Married","Agricultural"
5284,"Low",0,17,69,"Private","Min","Married","Agricultural"
5286,"Low",0,37,24,"Private","Bach","Married","Agricultural"
5287,"High",0,38,42,"Private","High School","Never Married","Trades"
5288,"High",0,30,65,"Private","Bach","Married","Trades"
5289,"High",492,48,51,"Private","Bach","Never Married","Management"
5290,"High",0,64,60,"Private","High School","Married","Trades"
5291,"Low",0,25,73,"Self-Emp","High School","Married","Management"
5292,"High",6762,39,26,"Private","Min","Divorced","Specialist"
5293,"Low",0,21,41,"Self-Emp","Min","Married","Admin"
5294,"Low",0,22,57,"Private","Master","Married","Admin"
5295,"High",0,52,43,"Private","High School","Never Married","Trades"
5296,"High",3804,23,64,"Private","Bach","Never Married","Admin"
5297,"Low",0,18,70,"Self-Emp","Bach","Married","Agricultural"
5298,"Low",0,6,80,"Govt","Bach","Married","Trades"
5299,"High",0,61,32,"Govt","High School","Never Married","Agricultural"
5300,"Low",0,46,19,"Self-Emp","Bach","Married","Specialist"
5301,"Low",0,35,23,"Private","High School","Married","Admin"
5302,"High",0,43,53,"Private","High School","Divorced","Management"
5304,"High",0,43,55,"Private","Master","Widowed","Trades"
5305,"Low",0,24,64,"Self-Emp","Bach","Never Married","Agricultural"
5306,"Low",0,2,84,"Private","Bach","Married","Specialist"
5307,"Low",0,23,23,"Private","Bach","Married","Management"
5308,"Low",0,10,79,"Private","Bach","Never Married","Trades"
5309,"High",0,56,44,"Private","High School","Divorced","Trades"
5310,"High",0,59,41,"Private","Min","Never Married","Management"
5311,"High",0,27,52,"Private","Bach","Married","Trades"
5312,"High",0,71,46,"Private","High School","Never Married","Admin"
5313,"Low",0,10,77,"Private","Bach","Never Married","Specialist"
5314,"Low",0,17,74,"Govt","Bach","Divorced","Management"
5315,"Low",0,36,33,"Govt","Bach","Never Married","Agricultural"
5316,"Low",0,8,80,"Private","Bach","Never Married","Management"
5317,"Low",0,44,26,"Self-Emp","Min","Never Married","Trades"
5318,"High",0,45,35,"Private","Bach","Divorced","Management"
5319,"High",2034,58,30,"Private","High School","Never Married","Management"
5320,"Low",0,12,67,"Private","Min","Married","Agricultural"
5321,"High",0,42,42,"Private","Bach","Never Married","Specialist"
5322,"High",0,39,33,"Private","High School","Married","Specialist"
5323,"Low",0,24,69,"Private","Bach","Married","Management"
5324,"High",0,41,47,"Private","Bach","Never Married","Specialist"
5325,"High",2576,55,21,"Govt","Min","Divorced","Specialist"
5326,"High",0,72,23,"Private","Master","Never Married","Admin"
5327,"High",0,53,25,"Private","High School","Never Married","Trades"
5328,"Low",0,4,83,"Private","High School","Married","Management"
5329,"Low",0,13,24,"Private","High School","Never Married","Agricultural"
5330,"High",2647,41,52,"Private","Min","Married","Specialist"
5331,"High",0,36,35,"Private","High School","Divorced","Specialist"
5333,"High",0,52,62,"Private","Min","Never Married","Trades"
5334,"Low",0,60,19,"Govt","Min","Never Married","Admin"
5335,"Low",0,29,26,"Private","Bach","Married","Agricultural"
5336,"High",0,52,36,"Private","Bach","Married","Trades"
5337,"High",0,39,37,"Private","High School","Divorced","Agricultural"
5338,"Low",0,23,63,"Govt","Min","Married","Trades"
5339,"Low",0,24,61,"Private","Min","Never Married","Management"
5340,"Low",0,1,83,"Other","Bach","Divorced","Trades"
5342,"High",0,53,44,"Private","Bach","Married","Agricultural"
5343,"High",0,39,41,"Private","Bach","Married","Admin"
5344,"Low",0,25,72,"Private","High School","Widowed","Admin"
5345,"Low",0,22,41,"Private","High School","Married","Admin"
5347,"Low",0,18,50,"Self-Emp","Bach","Married","Trades"
5348,"High",0,68,35,"Private","Bach","Married","Trades"
5349,"High",0,38,63,"Private","High School","Never Married","Specialist"
5350,"Low",0,18,72,"Self-Emp","Bach","Never Married","Specialist"
5351,"High",0,40,61,"Private","Bach","Divorced","Trades"
5352,"Low",0,7,77,"Private","Bach","Never Married","Admin"
5353,"Low",0,32,31,"Private","Bach","Divorced","Management"
5354,"High",0,41,34,"Private","Master","Never Married","Agricultural"
5355,"High",0,41,55,"Private","High School","Married","Specialist"
5356,"High",0,44,52,"Private","Bach","Married","Admin"
5357,"High",0,45,29,"Private","High School","Divorced","Trades"
5358,"High",0,31,56,"Private","High School","Married","Management"
5359,"High",0,42,62,"Private","Bach","Divorced","Specialist"
5360,"Low",2897,21,38,"Private","Min","Married","Admin"
5361,"High",0,28,67,"Private","High School","Never Married","Trades"
5362,"High",626,31,58,"Private","High School","Never Married","Admin"
5363,"Low",0,23,61,"Private","High School","Married","Trades"
5364,"High",0,35,39,"Govt","High School","Divorced","Trades"
5365,"High",0,32,39,"Govt","Bach","Married","Trades"
5366,"Low",0,24,52,"Private","Bach","Married","Agricultural"
5367,"Low",0,5,82,"Self-Emp","Bach","Divorced","Agricultural"
5368,"Low",0,45,24,"Govt","Bach","Never Married","Specialist"
5369,"Low",0,25,38,"Private","High School","Never Married","Agricultural"
5370,"High",0,40,41,"Private","Min","Never Married","Specialist"
5371,"High",0,60,43,"Private","High School","Married","Management"
5372,"Low",0,47,24,"Private","Min","Married","Agricultural"
5373,"Low",0,22,68,"Private","Bach","Divorced","Admin"
5374,"Low",0,36,20,"Govt","Bach","Never Married","Trades"
5376,"Low",0,21,32,"Govt","Bach","Married","Trades"
5377,"High",674,36,52,"Govt","Bach","Married","Specialist"
5378,"Low",0,14,76,"Private","High School","Married","Admin"
5380,"Low",0,23,50,"Govt","Master","Divorced","Management"
5381,"Low",782,22,71,"Private","Min","Married","Trades"
5382,"Low",0,30,36,"Private","High School","Divorced","Specialist"
5383,"Low",0,6,80,"Private","Min","Never Married","Trades"
5384,"Low",0,23,28,"Private","Bach","Never Married","Admin"
5385,"Low",0,32,29,"Private","Bach","Never Married","Management"
5386,"High",0,33,62,"Private","Min","Married","Management"
5387,"High",0,49,59,"Other","Master","Never Married","Specialist"
5388,"High",0,37,42,"Private","Bach","Married","Trades"
5389,"Low",0,9,79,"Private","Bach","Never Married","Trades"
5391,"Low",0,2,84,"Self-Emp","Min","Married","Trades"
5393,"Low",0,48,25,"Private","Bach","Divorced","Agricultural"
5394,"High",0,45,43,"Private","High School","Widowed","Admin"
5395,"Low",0,4,81,"Self-Emp","Min","Never Married","Admin"
5396,"Low",0,22,63,"Self-Emp","Master","Married","Admin"
5397,"Low",0,31,33,"Govt","Bach","Never Married","Management"
5398,"High",0,32,49,"Private","Min","Married","Admin"
5400,"Low",0,26,70,"Private","High School","Married","Trades"
5401,"High",0,50,28,"Private","Bach","Married","Specialist"
5402,"High",0,54,39,"Private","Bach","Married","Management"
5403,"High",0,34,70,"Private","High School","Divorced","Admin"
5404,"High",0,41,53,"Private","High School","Married","Management"
5405,"Low",0,20,54,"Private","High School","Never Married","Trades"
5406,"Low",0,39,20,"Self-Emp","Min","Married","Admin"
5408,"High",0,38,55,"Private","Min","Never Married","Agricultural"
5409,"High",0,32,55,"Private","Bach","Never Married","Management"
5410,"High",0,43,55,"Private","Bach","Divorced","Management"
5411,"High",2970,38,52,"Private","Bach","Married","Management"
5412,"Low",0,39,28,"Private","Bach","Married","Trades"
5413,"High",0,45,47,"Private","Bach","Married","Trades"
5414,"High",0,50,65,"Private","High School","Married","Specialist"
5415,"Low",0,17,78,"Private","Min","Married","Trades"
5416,"Low",0,32,31,"Self-Emp","Min","Divorced","Management"
5417,"Low",0,22,68,"Private","Bach","Never Married","Specialist"
5418,"High",0,58,64,"Govt","High School","Married","Specialist"
5419,"High",0,29,67,"Private","High School","Divorced","Agricultural"
5420,"Low",0,26,65,"Private","Bach","Never Married","Agricultural"
5421,"Low",1640,26,25,"Self-Emp","Bach","Divorced","Agricultural"
5422,"Low",0,20,54,"Govt","Min","Married","Trades"
5423,"Low",0,21,78,"Private","Min","Divorced","Admin"
5425,"High",2451,61,31,"Private","High School","Married","Specialist"
5426,"High",1660,25,65,"Private","Master","Married","Management"
5427,"Low",0,4,82,"Other","High School","Never Married","Agricultural"
5429,"High",0,33,50,"Private","High School","Never Married","Admin"
5430,"Low",0,48,19,"Govt","High School","Married","Admin"
5431,"High",0,58,33,"Private","Bach","Married","Specialist"
5432,"High",0,37,45,"Private","Bach","Divorced","Admin"
5433,"High",0,41,64,"Private","Bach","Married","Agricultural"
5434,"Low",0,39,21,"Self-Emp","Min","Never Married","Agricultural"
5435,"Low",0,10,80,"Self-Emp","High School","Married","Admin"
5436,"High",0,51,47,"Private","Bach","Married","Specialist"
5437,"Low",0,23,34,"Private","Bach","Married","Admin"
5438,"High",0,38,50,"Private","Bach","Married","Management"
5439,"High",0,27,58,"Private","Bach","Divorced","Trades"
5440,"Low",0,35,27,"Private","Bach","Never Married","Specialist"
5441,"High",0,34,46,"Private","Min","Widowed","Trades"
5442,"Low",0,27,70,"Self-Emp","Min","Divorced","Trades"
5443,"Low",0,37,20,"Private","Bach","Never Married","Specialist"
5444,"High",0,34,65,"Private","Bach","Married","Specialist"
5445,"Low",0,1,84,"Private","Bach","Married","Trades"
5446,"High",0,45,40,"Private","Bach","Never Married","Management"
5447,"Low",0,2,84,"Self-Emp","Bach","Married","Admin"
5448,"Low",0,34,29,"Private","Bach","Never Married","Agricultural"
5449,"High",0,38,38,"Private","High School","Married","Agricultural"
5450,"Low",0,20,65,"Private","Bach","Never Married","Trades"
5451,"High",0,30,48,"Private","Min","Married","Management"
5452,"High",0,39,47,"Govt","Master","Married","Trades"
5453,"High",0,34,45,"Private","Bach","Divorced","Specialist"
5454,"High",0,35,37,"Private","High School","Married","Trades"
5455,"Low",0,25,47,"Private","Min","Married","Agricultural"
5456,"High",1944,31,48,"Private","High School","Never Married","Agricultural"
5457,"High",0,40,64,"Govt","Bach","Never Married","Agricultural"
5458,"Low",0,20,69,"Private","Bach","Married","Agricultural"
5459,"High",0,61,43,"Govt","High School","Widowed","Specialist"
5460,"Low",0,12,20,"Private","Bach","Married","Trades"
5461,"High",0,48,58,"Private","High School","Married","Admin"
5462,"High",0,46,62,"Private","High School","Married","Specialist"
5463,"High",0,35,63,"Govt","Min","Married","Admin"
5464,"High",0,46,42,"Private","Bach","Married","Admin"
5465,"Low",0,26,24,"Govt","Master","Divorced","Specialist"
5466,"High",0,46,59,"Govt","High School","Married","Admin"
5467,"Low",0,16,75,"Private","Min","Divorced","Trades"
5468,"Low",0,31,37,"Self-Emp","Min","Never Married","Admin"
5469,"Low",0,2,84,"Private","Min","Never Married","Agricultural"
5470,"Low",0,27,43,"Govt","High School","Married","Trades"
5471,"Low",0,30,39,"Private","High School","Divorced","Management"
5472,"High",0,28,66,"Private","Master","Married","Trades"
5473,"Low",0,28,26,"Private","High School","Never Married","Agricultural"
5474,"High",0,57,37,"Private","High School","Divorced","Admin"
5476,"Low",0,19,72,"Private","Bach","Divorced","Admin"
5477,"Low",0,32,25,"Private","High School","Married","Management"
5479,"Low",0,26,40,"Private","High School","Married","Admin"
5481,"High",0,55,50,"Private","High School","Married","Admin"
5482,"High",0,35,44,"Other","Bach","Divorced","Management"
5483,"High",0,42,37,"Private","High School","Never Married","Trades"
5486,"Low",0,17,71,"Govt","High School","Divorced","Agricultural"
5489,"High",0,32,54,"Private","Bach","Married","Trades"
5490,"High",0,59,48,"Private","Bach","Married","Agricultural"
5491,"Low",0,40,29,"Private","Bach","Married","Trades"
5492,"Low",0,9,77,"Private","Min","Divorced","Management"
5493,"Low",0,17,74,"Private","Bach","Never Married","Specialist"
5494,"Low",0,26,71,"Private","Min","Married","Trades"
5495,"High",0,34,65,"Govt","High School","Never Married","Trades"
5496,"High",0,42,36,"Private","High School","Never Married","Specialist"
5497,"High",0,50,61,"Private","Min","Married","Management"
5498,"High",0,43,38,"Private","Bach","Married","Agricultural"
5499,"High",0,35,39,"Self-Emp","Bach","Never Married","Management"
5500,"Low",0,43,24,"Self-Emp","Bach","Married","Management"
5501,"High",0,53,33,"Private","Min","Never Married","Admin"
5502,"High",0,31,56,"Private","High School","Never Married","Trades"
5503,"High",0,38,54,"Private","Master","Married","Specialist"
5504,"High",0,31,59,"Private","Bach","Widowed","Specialist"
5505,"Low",0,29,36,"Self-Emp","Bach","Never Married","Admin"
5506,"High",0,34,58,"Private","High School","Divorced","Specialist"
5507,"High",0,30,55,"Private","High School","Never Married","Trades"
5508,"Low",3838,4,81,"Private","High School","Married","Agricultural"
5509,"High",0,57,54,"Private","Min","Divorced","Admin"
5510,"Low",0,32,36,"Self-Emp","Bach","Never Married","Agricultural"
5511,"Low",0,3,83,"Govt","Bach","Married","Agricultural"
5513,"Low",0,43,28,"Govt","Min","Never Married","Management"
5514,"High",0,72,21,"Private","Master","Never Married","Specialist"
5515,"Low",0,5,81,"Self-Emp","Min","Married","Agricultural"
5516,"High",0,54,46,"Other","High School","Divorced","Agricultural"
5517,"High",0,58,28,"Private","Bach","Married","Specialist"
5518,"Low",0,10,76,"Private","Bach","Never Married","Management"
5519,"Low",0,29,23,"Private","Master","Married","Agricultural"
5520,"Low",0,35,26,"Govt","High School","Never Married","Agricultural"
5521,"Low",0,6,81,"Self-Emp","Bach","Never Married","Admin"
5522,"Low",0,33,33,"Private","Min","Divorced","Management"
5523,"Low",0,18,31,"Private","Bach","Never Married","Agricultural"
5524,"High",0,28,66,"Private","High School","Divorced","Admin"
5525,"High",0,45,35,"Private","Min","Married","Admin"
5526,"High",0,35,41,"Govt","High School","Married","Trades"
5527,"High",0,71,30,"Private","Min","Divorced","Management"
5528,"High",0,35,45,"Private","Bach","Married","Management"
5529,"High",0,46,36,"Private","High School","Married","Management"
5530,"Low",0,52,24,"Private","High School","Never Married","Management"
5531,"Low",0,25,36,"Self-Emp","Min","Never Married","Trades"
5532,"Low",0,22,71,"Private","Bach","Widowed","Admin"
5533,"High",0,33,56,"Private","High School","Married","Agricultural"
5534,"Low",0,25,32,"Private","Min","Married","Trades"
5535,"High",0,32,47,"Private","High School","Married","Agricultural"
5536,"Low",0,24,73,"Private","Master","Divorced","Admin"
5538,"High",0,65,49,"Private","Bach","Divorced","Management"
5539,"High",0,49,33,"Private","Bach","Married","Admin"
5540,"High",0,40,40,"Private","Min","Married","Admin"
5541,"Low",0,33,21,"Other","High School","Never Married","Management"
5542,"High",0,51,33,"Private","Min","Married","Trades"
5543,"Low",0,44,22,"Private","High School","Never Married","Specialist"
5544,"Low",0,34,25,"Private","Min","Married","Management"
5545,"Low",0,18,72,"Self-Emp","Min","Never Married","Admin"
5546,"High",0,57,27,"Private","High School","Never Married","Management"
5548,"Low",2592,33,26,"Self-Emp","Bach","Never Married","Management"
5549,"High",0,29,68,"Private","Min","Married","Specialist"
5550,"Low",0,52,19,"Self-Emp","Master","Married","Admin"
5551,"High",1427,42,29,"Private","High School","Never Married","Admin"
5553,"Low",0,29,70,"Private","Min","Never Married","Specialist"
5554,"Low",0,21,23,"Private","Min","Never Married","Admin"
5555,"High",0,36,40,"Private","Bach","Divorced","Trades"
5556,"High",0,34,49,"Private","Master","Never Married","Trades"
5557,"Low",0,5,82,"Self-Emp","Master","Never Married","Admin"
5558,"High",0,56,27,"Private","Min","Married","Specialist"
5559,"High",0,39,59,"Private","Min","Married","Specialist"
5560,"High",0,28,63,"Private","High School","Married","Trades"
5561,"High",0,46,63,"Private","High School","Married","Specialist"
5563,"Low",0,38,32,"Self-Emp","Min","Married","Admin"
5565,"High",681,27,53,"Private","Min","Never Married","Trades"
5566,"High",0,36,60,"Govt","High School","Divorced","Agricultural"
5567,"Low",0,36,19,"Govt","Bach","Married","Management"
5568,"Low",3108,32,24,"Private","Bach","Never Married","Agricultural"
5569,"High",1112,45,37,"Private","High School","Divorced","Specialist"
5570,"High",0,34,53,"Govt","Bach","Widowed","Management"
5571,"High",0,37,56,"Private","Bach","Married","Admin"
5573,"High",0,39,58,"Private","Min","Divorced","Agricultural"
5574,"Low",0,24,41,"Self-Emp","Min","Never Married","Trades"
5575,"Low",0,7,79,"Govt","Bach","Married","Agricultural"
5576,"Low",0,12,68,"Self-Emp","Bach","Married","Admin"
5577,"High",0,39,33,"Private","High School","Widowed","Management"
5578,"High",0,38,50,"Private","Master","Never Married","Management"
5579,"High",0,62,45,"Private","Min","Married","Management"
5580,"High",0,70,23,"Private","Bach","Divorced","Trades"
5581,"High",0,42,43,"Private","Bach","Divorced","Specialist"
5582,"Low",0,33,32,"Self-Emp","Bach","Divorced","Admin"
5584,"High",0,34,67,"Private","Master","Never Married","Management"
5585,"High",0,38,53,"Govt","Master","Married","Specialist"
5586,"Low",0,5,81,"Private","Bach","Divorced","Management"
5587,"Low",0,46,25,"Private","Bach","Married","Specialist"
5588,"High",0,36,58,"Private","Bach","Divorced","Trades"
5589,"High",1432,39,37,"Private","High School","Divorced","Management"
5590,"High",0,48,48,"Private","Bach","Married","Admin"
5591,"Low",0,35,19,"Govt","Min","Married","Specialist"
5592,"High",0,36,56,"Private","Bach","Never Married","Trades"
5593,"High",0,46,40,"Govt","High School","Married","Admin"
5594,"Low",0,35,20,"Private","High School","Never Married","Agricultural"
5595,"High",0,32,58,"Govt","High School","Divorced","Trades"
5596,"High",0,44,29,"Private","High School","Divorced","Admin"
5597,"High",0,58,36,"Private","Min","Divorced","Specialist"
5598,"Low",0,22,66,"Private","Min","Married","Agricultural"
5599,"Low",0,21,57,"Private","Bach","Married","Agricultural"
5600,"High",0,29,48,"Govt","High School","Never Married","Admin"
5601,"High",1604,54,23,"Private","Bach","Married","Admin"
5602,"High",0,44,33,"Private","High School","Married","Specialist"
5603,"Low",0,41,29,"Private","High School","Never Married","Trades"
5604,"High",1831,39,44,"Private","Min","Divorced","Management"
5605,"Low",0,27,26,"Private","High School","Married","Trades"
5606,"Low",0,27,42,"Private","High School","Married","Agricultural"
5607,"High",1382,36,48,"Private","Min","Divorced","Agricultural"
5609,"High",0,40,51,"Private","High School","Married","Admin"
5610,"Low",0,35,28,"Private","High School","Never Married","Trades"
5611,"Low",0,33,29,"Self-Emp","Bach","Married","Trades"
5612,"High",0,49,28,"Private","High School","Never Married","Admin"
5613,"High",0,29,68,"Private","High School","Divorced","Admin"
5614,"High",0,54,54,"Private","Min","Never Married","Admin"
5615,"Low",0,29,71,"Self-Emp","Bach","Divorced","Specialist"
5616,"Low",0,16,77,"Private","Bach","Never Married","Management"
5617,"Low",0,21,21,"Private","High School","Never Married","Management"
5618,"High",0,45,30,"Private","Bach","Married","Management"
5619,"High",0,48,45,"Private","High School","Married","Admin"
5620,"Low",0,16,76,"Private","High School","Married","Management"
5621,"High",0,31,41,"Private","Bach","Married","Trades"
5622,"Low",499,13,77,"Private","Min","Never Married","Agricultural"
5623,"High",0,45,30,"Self-Emp","High School","Married","Management"
5624,"High",0,35,60,"Private","Min","Divorced","Specialist"
5625,"High",0,51,47,"Govt","High School","Never Married","Management"
5626,"High",0,39,36,"Private","Min","Married","Management"
5627,"High",0,33,64,"Private","Bach","Married","Specialist"
5629,"High",0,32,59,"Private","Bach","Married","Trades"
5631,"Low",0,25,38,"Private","Min","Married","Agricultural"
5632,"High",0,37,63,"Govt","Min","Married","Agricultural"
5633,"Low",0,19,76,"Private","Bach","Married","Agricultural"
5634,"High",0,50,29,"Other","High School","Married","Trades"
5635,"High",0,41,47,"Private","Bach","Married","Admin"
5636,"High",0,32,66,"Private","Bach","Married","Trades"
5637,"High",0,28,60,"Private","Bach","Married","Admin"
5638,"Low",0,13,77,"Other","Bach","Married","Management"
5639,"Low",0,10,78,"Private","Min","Never Married","Agricultural"
5640,"Low",0,24,66,"Private","Bach","Married","Management"
5641,"High",0,48,60,"Private","Min","Never Married","Agricultural"
5642,"Low",0,12,68,"Private","Master","Married","Specialist"
5643,"High",0,50,43,"Private","Bach","Married","Trades"
5644,"Low",0,27,37,"Private","Bach","Married","Specialist"
5645,"High",0,48,56,"Private","Bach","Married","Trades"
5646,"Low",0,22,38,"Private","Bach","Never Married","Admin"
5649,"High",4203,23,70,"Private","Bach","Married","Admin"
5650,"Low",0,27,70,"Private","Bach","Married","Trades"
5651,"Low",0,30,25,"Self-Emp","Min","Never Married","Management"
5653,"Low",2307,26,30,"Self-Emp","Min","Never Married","Specialist"
5654,"Low",0,11,77,"Private","Bach","Married","Trades"
5655,"Low",0,26,19,"Govt","Min","Divorced","Specialist"
5656,"Low",0,27,20,"Self-Emp","High School","Never Married","Specialist"
5657,"High",0,45,28,"Private","High School","Never Married","Trades"
5658,"High",0,36,45,"Private","Bach","Married","Specialist"
5660,"High",0,42,50,"Private","Bach","Divorced","Specialist"
5661,"Low",0,25,19,"Other","Bach","Never Married","Trades"
5662,"High",0,55,45,"Private","Bach","Married","Management"
5663,"Low",0,12,72,"Private","High School","Never Married","Management"
5664,"High",1962,29,62,"Private","Min","Married","Management"
5665,"High",0,36,56,"Private","High School","Married","Agricultural"
5666,"High",0,40,60,"Private","Master","Married","Specialist"
5667,"Low",0,19,74,"Private","Bach","Divorced","Admin"
5668,"Low",0,48,24,"Private","High School","Married","Trades"
5669,"High",0,40,52,"Govt","Min","Widowed","Specialist"
5670,"Low",0,31,32,"Govt","Bach","Never Married","Trades"
5671,"Low",0,25,49,"Self-Emp","Min","Divorced","Admin"
5672,"Low",0,22,25,"Govt","High School","Married","Management"
5673,"Low",1430,21,53,"Private","Min","Married","Agricultural"
5675,"High",0,33,71,"Private","High School","Divorced","Management"
5676,"High",0,45,43,"Private","Min","Married","Management"
5677,"High",0,37,52,"Private","Bach","Widowed","Specialist"
5678,"Low",0,15,76,"Private","Bach","Married","Agricultural"
5679,"High",0,26,50,"Private","Bach","Divorced","Management"
5680,"Low",0,28,32,"Govt","High School","Never Married","Agricultural"
5681,"Low",0,29,72,"Private","Bach","Married","Specialist"
5682,"Low",0,19,40,"Other","Bach","Married","Management"
5683,"Low",0,3,82,"Private","Min","Divorced","Management"
5685,"Low",0,18,72,"Private","Min","Divorced","Management"
5687,"High",0,41,59,"Private","High School","Never Married","Management"
5688,"Low",0,30,29,"Private","High School","Divorced","Trades"
5689,"Low",0,22,69,"Private","Min","Divorced","Admin"
5690,"Low",0,10,71,"Self-Emp","Bach","Married","Agricultural"
5691,"High",0,46,57,"Private","Min","Divorced","Agricultural"
5692,"Low",0,22,29,"Private","Bach","Married","Admin"
5694,"Low",0,24,69,"Govt","Bach","Married","Agricultural"
5695,"High",0,46,50,"Private","Min","Married","Specialist"
5696,"High",0,36,46,"Private","Bach","Never Married","Management"
5697,"Low",0,35,23,"Private","High School","Married","Management"
5698,"Low",0,19,73,"Private","Master","Divorced","Admin"
5700,"High",0,31,68,"Govt","High School","Married","Management"
5701,"Low",0,43,29,"Self-Emp","Master","Married","Agricultural"
5702,"Low",0,13,77,"Govt","High School","Married","Agricultural"
5703,"Low",0,6,82,"Private","Min","Widowed","Specialist"
5705,"Low",0,57,18,"Self-Emp","Bach","Never Married","Admin"
5706,"High",0,89,24,"Govt","Bach","Never Married","Specialist"
5707,"Low",0,44,25,"Private","High School","Married","Management"
5708,"Low",0,6,81,"Private","Bach","Never Married","Management"
5709,"High",0,34,63,"Govt","Bach","Never Married","Agricultural"
5710,"Low",0,56,20,"Private","Min","Never Married","Trades"
5711,"High",0,37,49,"Private","High School","Married","Specialist"
5713,"High",0,39,44,"Private","Bach","Never Married","Agricultural"
5714,"Low",0,27,29,"Govt","Min","Married","Admin"
5715,"High",0,45,57,"Private","High School","Never Married","Trades"
5716,"High",0,41,31,"Private","Bach","Divorced","Trades"
5717,"High",0,62,42,"Private","Min","Married","Trades"
5718,"Low",0,26,75,"Self-Emp","High School","Never Married","Agricultural"
5719,"Low",0,15,78,"Private","Min","Married","Specialist"
5720,"Low",0,18,51,"Other","Bach","Married","Admin"
5721,"High",0,58,61,"Private","Bach","Never Married","Management"
5722,"Low",0,33,36,"Private","Min","Never Married","Specialist"
5723,"Low",0,31,34,"Self-Emp","High School","Never Married","Agricultural"
5725,"Low",0,19,32,"Private","Bach","Never Married","Specialist"
5726,"Low",0,27,32,"Private","Min","Married","Trades"
5727,"High",3382,38,26,"Private","Bach","Never Married","Specialist"
5728,"High",0,39,33,"Private","Min","Married","Agricultural"
5729,"High",0,38,69,"Private","Bach","Married","Agricultural"
5730,"Low",0,34,34,"Private","High School","Divorced","Agricultural"
5731,"Low",0,24,53,"Private","Master","Never Married","Specialist"
5732,"High",0,30,68,"Private","Bach","Divorced","Agricultural"
5733,"High",0,25,56,"Govt","Bach","Never Married","Management"
5734,"Low",0,29,25,"Private","Min","Married","Trades"
5736,"High",0,33,63,"Private","High School","Never Married","Agricultural"
5737,"High",0,38,35,"Private","High School","Divorced","Admin"
5738,"High",0,33,63,"Private","Bach","Married","Management"
5739,"High",0,34,61,"Private","High School","Never Married","Management"
5740,"Low",0,22,55,"Private","Master","Married","Agricultural"
5741,"High",0,54,65,"Govt","High School","Married","Admin"
5742,"Low",0,41,29,"Self-Emp","High School","Never Married","Specialist"
